mode;prompt_type;id;prompt;p1_sex;p2_sex;p1_prompt;p2_prompt
hard;all;34;A high angle shot of <|woman_1|> and <|man_1|> shaking hands, the woman is standing directly in front of the man, both looking serious, in a serene rose garden, Ultra HD quality.;woman;man;A high angle shot of <|woman_1|> shaking hands with a man, looking serious.;A high angle shot of <|man_1|> shaking hands with a woman, looking serious.
hard;all;35;A low angle shot of <|woman_1|> and <|man_1|> shaking hands, standing opposite each other, both appearing confident, in a sunlit pasture, Ultra HD quality.;woman;man;A low angle shot of <|woman_1|> shaking hands with a man, appearing confident.;A low angle shot of <|man_1|> shaking hands with a woman, appearing confident.
hard;all;36;A close shot of <|woman_1|> hitting <|man_1|> with a book, the man is slightly in front of the woman, the woman looking playful while the man looks surprised, on a colorful basketball court, Ultra HD quality.;woman;man;A close shot of <|woman_1|> hitting a man with a book, looking playful.;A close shot of <|man_1|> being hit with a book by a woman, looks surprised.
hard;all;37;A long shot of <|woman_1|> hitting <|man_1|> with a book, standing side by side, both laughing, in a reading room, Ultra HD quality.;woman;man;A long shot of <|woman_1|> hitting a man with a book, laughing.;A long shot of <|man_1|> being hit with a book by a woman, laughing.
hard;all;38;A high angle shot of <|man_1|> hitting <|woman_1|> with a book, the man is standing close to the woman, the man looking mischievous while the woman looks startled, in a cozy living room, Ultra HD quality.;man;woman;A high angle shot of <|man_1|> hitting a woman with a book, looking mischievous.;A high angle shot of <|woman_1|> being hit with a book by a man, looks startled.
hard;all;39;A low angle shot of <|man_1|> hitting <|woman_1|> with a book, the man is standing behind the woman, the man looking amused while the woman looks annoyed, in a modern living room, Ultra HD quality.;man;woman;A low angle shot of <|man_1|> hitting a woman with a book, looking amused.;A low angle shot of <|woman_1|> being hit with a book by a man, looks annoyed.
hard;all;40;A close shot of <|man_1|> putting his arm around <|woman_1|>'s shoulder, the man is standing on the left side the woman standing on the right side, both smiling warmly, in a stone-paved alley, Ultra HD quality.;man;woman;A close shot of <|man_1|> putting his arm around a woman's shoulder, smiling warmly.;A close shot of <|woman_1|> having her shoulder arm put around by a man, smiling warmly.
hard;all;41;A long shot of <|man_1|> putting his arm around <|woman_1|>'s shoulder, the man is standing behind the woman, the man looking supportive while the woman looks comforted, in an open square, Ultra HD quality.;man;woman;A long shot of <|man_1|> putting his arm around a woman's shoulder, looking supportive.;A long shot of <|woman_1|> having her shoulder arm put around by a man, looks comforted.
hard;all;42;A high angle shot of <|woman_1|> putting her arm around <|man_1|>'s shoulder, standing close, both looking amused, in an open green park, Ultra HD quality.;woman;man;A high angle shot of <|woman_1|> putting her arm around a man's shoulder, looking amused.;A high angle shot of <|man_1|> having his shoulder arm put around by a woman, looking amused.
hard;all;43;A low angle shot of <|woman_1|> putting her arm around <|man_1|>'s shoulder, standing next to each other, both appearing relaxed, in a dense forest, Ultra HD quality.;woman;man;A low angle shot of <|woman_1|> putting her arm around a man's shoulder, appearing relaxed.;A low angle shot of <|man_1|> having his shoulder arm put around by a woman, appearing relaxed.
hard;all;44;A close shot of <|woman_1|> knocking into <|man_1|>, making the man lose balance, the woman looking surprised while the man looks panicked, on a serene beach, Ultra HD quality.;woman;man;A close shot of <|woman_1|> knocking into a man, looking surprised.;A close shot of <|man_1|> being knocked into by a woman, looks panicked.
hard;all;45;A long shot of <|woman_1|> knocking into <|man_1|>, the man is slightly ahead of the woman, both looking embarrassed, in a remote valley, Ultra HD quality.;woman;man;A long shot of <|woman_1|> knocking into a man, looking embarrassed.;A long shot of <|man_1|> being knocked into by a woman, looking embarrassed.
hard;all;46;A high angle shot of <|man_1|> knocking into <|woman_1|>, the man is slightly off-balance, the man looking apologetic while the woman looks annoyed, on a boat, Ultra HD quality.;man;woman;A high angle shot of <|man_1|> knocking into a woman, looking apologetic.;A high angle shot of <|woman_1|> being knocked into by a man, looks annoyed.
hard;all;47;A low angle shot of <|man_1|> knocking into <|woman_1|>, standing back-to-back, both laughing, on a tropical beach, Ultra HD quality.;man;woman;A low angle shot of <|man_1|> knocking into a woman, laughing.;A low angle shot of <|woman_1|> being knocked into by a man, laughing.
hard;all;48;A close shot of <|man_1|> grabbing a book from <|woman_1|>, the man is standing right in front of the woman, the man looking determined while the woman looks surprised, in a modern conference room, Ultra HD quality.;man;woman;A close shot of <|man_1|> grabbing a book from a woman, looking determined.;A close shot of <|woman_1|> having a book grabbed from them by a man, looks surprised.
hard;all;49;A long shot of <|man_1|> grabbing a book from <|woman_1|>, the man is standing next to the woman, both looking focused, in a European town square, Ultra HD quality.;man;woman;A long shot of <|man_1|> grabbing a book from a woman, looking focused.;A long shot of <|woman_1|> having a book grabbed from them by a man, looking focused.
hard;all;50;A high angle shot of <|woman_1|> grabbing a book from <|man_1|>, the woman is standing in front of the man, the woman looking confident while the man looks hesitant, in a modern office, Ultra HD quality.;woman;man;A high angle shot of <|woman_1|> grabbing a book from a man, looking confident.;A high angle shot of <|man_1|> having a book grabbed from them by a woman, looks hesitant.
hard;all;51;A low angle shot of <|woman_1|> grabbing a book from <|man_1|>, the man is slightly in front, both looking serious, in a rustic café with wooden walls, Ultra HD quality.;woman;man;A low angle shot of <|woman_1|> grabbing a book from a man, looking serious.;A low angle shot of <|man_1|> having a book grabbed from them by a woman, looking serious.
hard;all;52;A close shot of <|woman_1|> stepping on <|man_1|>'s foot, while walking side by side, the woman looking apologetic while the man winces in pain, in a cozy living room, Ultra HD quality.;woman;man;A close shot of <|woman_1|> stepping on a man's foot, looking apologetic.;A close shot of <|man_1|> having his foot stepped on by a woman, winces in pain.
hard;all;53;A long shot of <|woman_1|> stepping on <|man_1|>'s foot, while the woman walking past the man, the woman looking unaware while the man looks annoyed, in a modern living room, Ultra HD quality.;woman;man;A long shot of <|woman_1|> stepping on a man's foot, looking unaware.;A long shot of <|man_1|> having his foot stepped on by a woman, looks annoyed.
hard;all;54;A high angle shot of <|man_1|> stepping on <|woman_1|>'s foot, the man is standing behind the woman,  both looking surprised, in a stone-paved alley, Ultra HD quality.;man;woman;A high angle shot of <|man_1|> stepping on a woman's foot, looking surprised.;A high angle shot of <|woman_1|> having her foot stepped on by a man, looking surprised.
hard;all;55;A low angle shot of <|man_1|> stepping on <|woman_1|>'s foot, while they stand facing each other, the man looking embarrassed while the woman looks frustrated, in an open square, Ultra HD quality.;man;woman;A low angle shot of <|man_1|> stepping on a woman's foot, looking embarrassed.;A low angle shot of <|woman_1|> having her foot stepped on by a man, looks frustrated.
hard;all;56;A close shot of <|man_1|> and <|woman_1|> giving each other a high-five, facing one another, both laughing, in an open green park, Ultra HD quality.;man;woman;A close shot of <|man_1|> giving a woman a high-five , laughing.;A close shot of <|woman_1|> giving a man a high-five , laughing.
hard;all;57;A long shot of <|man_1|> and <|woman_1|> giving each other a high-five, standing apart, both excited, in a dense forest, Ultra HD quality.;man;woman;A long shot of <|man_1|> giving a woman a high-five , excited.;A long shot of <|woman_1|> giving a man a high-five , excited.
hard;all;58;A high angle shot of <|woman_1|> and <|man_1|> giving each other a high-five, while looking up, both grinning, on a serene beach, Ultra HD quality.;woman;man;A high angle shot of <|woman_1|> giving a man a high-five , grinning.;A high angle shot of <|man_1|> giving a woman a high-five , grinning.
hard;all;59;A low angle shot of <|woman_1|> and <|man_1|> giving each other a high-five, the woman and the man are mid-air, both appearing thrilled, in a remote valley, Ultra HD quality.;woman;man;A low angle shot of <|woman_1|> giving a man a high-five , appearing thrilled.;A low angle shot of <|man_1|> giving a woman a high-five , appearing thrilled.
hard;all;60;A close shot of <|woman_1|> and <|man_1|> clinking glasses, the woman is positioned right across from the man, both smiling, on a tropical beach, Ultra HD quality.;woman;man;A close shot of <|woman_1|> clinking glasses with a man, smiling.;A close shot of <|man_1|> clinking glasses with a woman, smiling.
hard;all;61;A long shot of <|woman_1|> and <|man_1|> clinking glasses, standing side by side, both appearing happy, in a European town square, Ultra HD quality.;woman;man;A long shot of <|woman_1|> clinking glasses with a man, appearing happy.;A long shot of <|man_1|> clinking glasses with a woman, appearing happy.
hard;all;62;A high angle shot of <|man_1|> and <|woman_1|> clinking glasses, standing face to face, both looking cheerful, on a quiet city street, Ultra HD quality.;man;woman;A high angle shot of <|man_1|> clinking glasses with a woman, looking cheerful.;A high angle shot of <|woman_1|> clinking glasses with a man, looking cheerful.
hard;all;63;A low angle shot of <|man_1|> and <|woman_1|> clinking glasses, facing each other, both appearing joyful, on a steep city street, Ultra HD quality.;man;woman;A low angle shot of <|man_1|> clinking glasses with a woman, appearing joyful.;A low angle shot of <|woman_1|> clinking glasses with a man, appearing joyful.
hard;all;64;A close shot of <|man_1|> and <|woman_1|> carrying a box together, while walking towards somewhere, both looking focused, in a modern conference room, Ultra HD quality.;man;woman;A close shot of <|man_1|> carrying a box together with a woman, looking focused.;A close shot of <|woman_1|> carrying a box together with a man, looking focused.
hard;all;65;A long shot of <|man_1|> and <|woman_1|> carrying a box together, while bending their knees, both looking determined, in a modern office, Ultra HD quality.;man;woman;A long shot of <|man_1|> carrying a box together with a woman, looking determined.;A long shot of <|woman_1|> carrying a box together with a man, looking determined.
hard;all;66;A high angle shot of <|woman_1|> and <|man_1|> carrying a box together, in a face-to-face position, both looking slightly strained, in a rustic café with wooden walls, Ultra HD quality.;woman;man;A high angle shot of <|woman_1|> carrying a box together with a man, looking slightly strained.;A high angle shot of <|man_1|> carrying a box together with a woman, looking slightly strained.
hard;all;67;A low angle shot of <|woman_1|> and <|man_1|> carrying a box together, standing opposite each other, both looking tired, in a serene rose garden, Ultra HD quality.;woman;man;A low angle shot of <|woman_1|> carrying a box together with a man, looking tired.;A low angle shot of <|man_1|> carrying a box together with a woman, looking tired.
hard;all;68;A close shot of <|woman_1|> taking a picture of <|man_1|> with a camera.,  the woman is standing in front of the man, the woman looking focused while the man smiles, in a sunlit pasture, Ultra HD quality.;woman;man;A close shot of <|woman_1|> carrying a box together with a man, looking focused.;A close shot of <|man_1|> being taken a picture of by a woman with a camera, smiling.
hard;all;69;A long shot of <|woman_1|> taking a picture of <|man_1|> with a camera., standing apart, the woman looking professional while the man poses, on a colorful basketball court, Ultra HD quality.;woman;man;A long shot of <|woman_1|> taking a picture of a man with a camera., looking professional.;A long shot of <|man_1|> being taken a picture of by a woman with a camera, poses.
hard;all;70;A high angle shot of <|man_1|> taking a picture of <|woman_1|> with a camera., at a slight distance, both looking engaged, in a reading room, Ultra HD quality.;man;woman;A high angle shot of <|man_1|> taking a picture of a woman with a camera., looking engaged.;A high angle shot of <|woman_1|> being taken a picture of by a man with a camera, looking engaged.
hard;all;71;A low angle shot of <|man_1|> taking a picture of <|woman_1|> with a camera., the man is crouching while the woman is standing, the man looking concentrated while the woman looks relaxed, in a cozy living room, Ultra HD quality.;man;woman;A low angle shot of <|man_1|> taking a picture of a woman with a camera., looking concentrated.;A low angle shot of <|woman_1|> being taken a picture of by a man with a camera, looks relaxed.
hard;all;72;A close shot of <|man_1|> following <|woman_1|> down a street, the man is walking behind the woman, the man looking curious while the woman looks unaware, in a modern living room, Ultra HD quality.;man;woman;A close shot of <|man_1|> following a woman down a street, looking curious.;A close shot of <|woman_1|> being followed down a street by a man, looks unaware.
hard;all;73;A long shot of <|man_1|> following <|woman_1|> down a street, the man is walking a few steps behind the woman, the man looking hesitant while the woman walks confidently, in a stone-paved alley, Ultra HD quality.;man;woman;A long shot of <|man_1|> following a woman down a street, looking hesitant.;A long shot of <|woman_1|> being followed down a street by a man, walks confidently.
hard;all;74;A high angle shot of <|woman_1|> following <|man_1|> down a street, walking in a straight line, the woman looking nervous while the man looks focused ahead, in an open square, Ultra HD quality.;woman;man;A high angle shot of <|woman_1|> following a man down a street, looking nervous.;A high angle shot of <|man_1|> being followed down a street by a woman, looks focused ahead.
hard;all;75;A low angle shot of <|woman_1|> following <|man_1|> down a street, at a slight distance, the woman looking suspicious while the man looks relaxed, in an open green park, Ultra HD quality.;woman;man;A low angle shot of <|woman_1|> following a man down a street, looking suspicious.;A low angle shot of <|man_1|> being followed down a street by a woman, looks relaxed.
hard;all;76;A close shot of <|woman_1|> whispering into <|man_1|>’s ear, putting their heads together, the woman looking playful while the man looks surprised, in a dense forest, Ultra HD quality.;woman;man;A close shot of <|woman_1|> whispering into a man’s ear, looking playful .;A close shot of <|man_1|> having a whisper in his ear by a woman, looks surprised.
hard;all;77;A long shot of <|woman_1|> whispering into <|man_1|>’s ear, the woman is leaning towards the man, the woman looking secretive while the man listens with a curious expression, on a serene beach, Ultra HD quality.;woman;man;A long shot of <|woman_1|> whispering into a man’s ear, looking secretive.;A long shot of <|man_1|> having a whisper in his ear by a woman, listening with a curious expression.
hard;all;78;A high angle shot of <|man_1|> whispering into <|woman_1|>’s ear, viewed from above, the man looking serious while the woman looks shocked, in a remote valley, Ultra HD quality.;man;woman;A high angle shot of <|man_1|> whispering into a woman’s ear, looking serious.;A high angle shot of <|woman_1|> having a whisper in her ear by a man, looks shocked.
hard;all;79;A low angle shot of <|man_1|> whispering into <|woman_1|>’s ear, leaning in close to each other, the man looking excited while the woman smiles mischievously, on a tropical beach, Ultra HD quality.;man;woman;A low angle shot of <|man_1|> whispering into a woman’s ear, looking excited.;A low angle shot of <|woman_1|> having a whisper in her ear by a man, smiles mischievously.
hard;all;80;A close shot of <|man_1|> and <|woman_1|> exchanging a book, the man is standing on the left side and the woman is standing on the right side, both looking curious, in a modern conference room, Ultra HD quality.;man;woman;A close shot of <|man_1|> exchanging a book with a woman, looking curious.;A close shot of <|woman_1|> exchanging a book with a man, looking curious.
hard;all;81;A long shot of <|man_1|> and <|woman_1|> exchanging a book, the man is standing slightly in front of the woman, both looking engaged, in a European town square, Ultra HD quality.;man;woman;A long shot of <|man_1|> exchanging a book with a woman, looking engaged.;A long shot of <|woman_1|> exchanging a book with a man, looking engaged.
hard;all;82;A high angle shot of <|woman_1|> and <|man_1|> exchanging a book, putting their heads together, both looking neutral, in a modern office, Ultra HD quality.;woman;man;A high angle shot of <|woman_1|> exchanging a book with a man, looking neutral.;A high angle shot of <|man_1|> exchanging a book with a woman, looking neutral.
hard;all;83;A low angle shot of <|woman_1|> and <|man_1|> exchanging a book, standing side by side, both smiling slightly, in a rustic café with wooden walls, Ultra HD quality.;woman;man;A low angle shot of <|woman_1|> exchanging a book with a man, smiling slightly.;A low angle shot of <|man_1|> exchanging a book with a woman, smiling slightly.
hard;all;84;A close shot of <|woman_1|> supporting <|man_1|> as they walk, the woman is standing right next to the man, the woman looking concerned while the man looks weak, on a quiet city street, Ultra HD quality.;woman;man;A close shot of <|woman_1|> supporting a man as they walk, looking concerned.;A close shot of <|man_1|> being supported by a woman as they walk, looks weak.
hard;all;85;A long shot of <|woman_1|> supporting <|man_1|> as they walk, the woman is standing close to the man, both looking serious, on a steep city street, Ultra HD quality.;woman;man;A long shot of <|woman_1|> supporting a man as they walk, looking serious.;A long shot of <|man_1|> being supported by a woman as they walk, looking serious.
hard;all;86;A high angle shot of <|man_1|> supporting <|woman_1|> as they walk, standing just beside the woman, the man looking caring while the woman looks grateful , in a serene rose garden, Ultra HD quality.;man;woman;A high angle shot of <|man_1|> supporting a woman as they walk, looking caring.;A high angle shot of <|woman_1|> being supported by a man as they walk, looks grateful .
hard;all;87;A low angle shot of <|man_1|> supporting <|woman_1|> as they walk, standing side by side, both looking determined, in a sunlit pasture, Ultra HD quality.;man;woman;A low angle shot of <|man_1|> supporting a woman as they walk, looking determined.;A low angle shot of <|woman_1|> being supported by a man as they walk, looking determined.
hard;all;88;A close shot of <|man_1|> and <|woman_1|> playing rock-paper-scissors, the man standing on the left side of viewer and the woman standing on the right side, both laughing, on a colorful basketball court, Ultra HD quality.;man;woman;A close shot of <|man_1|> playing rock-paper-scissors with a woman, laughing.;A close shot of <|woman_1|> playing rock-paper-scissors with a man, laughing.
hard;all;89;A long shot of <|man_1|> and <|woman_1|> playing rock-paper-scissors, standing next to each other, looking competitive, in a reading room, Ultra HD quality.;man;woman;A long shot of <|man_1|> playing rock-paper-scissors with a woman, competitive.;A long shot of <|woman_1|> playing rock-paper-scissors with a man, competitive.
hard;all;90;A high angle shot of <|woman_1|> and <|man_1|> playing rock-paper-scissors, crouching slightly, looking amused, in a cozy living room, Ultra HD quality.;woman;man;A high angle shot of <|woman_1|> playing rock-paper-scissors with a man, amused.;A high angle shot of <|man_1|> playing rock-paper-scissors with a woman, amused.
hard;all;91;A low angle shot of <|woman_1|> and <|man_1|> playing rock-paper-scissors, making their gestures appear dramatic, both smiling, in a modern living room, Ultra HD quality.;woman;man;A low angle shot of <|woman_1|> playing rock-paper-scissors with a man, smiling.;A low angle shot of <|man_1|> playing rock-paper-scissors with a woman, smiling.
hard;action+layout;0;A close shot of <|man_1|> punching <|woman_1|>, facing each other, Ultra HD quality.;man;woman;A close shot of <|man_1|> punching a woman.;A close shot of <|woman_1|> being punched by a man.
hard;action+layout;1;A long shot of <|man_1|> punching <|woman_1|>, the woman is stepping backward, Ultra HD quality.;man;woman;A long shot of <|man_1|> punching a woman.;A long shot of <|woman_1|> being punched by a man.
hard;action+layout;2;A high angle shot of <|woman_1|> punching <|man_1|>, the woman is walking right in front of the man, Ultra HD quality.;woman;man;A high angle shot of <|woman_1|> punching a man.;A high angle shot of <|man_1|> being punched by a woman.
hard;action+layout;3;A low angle shot of <|woman_1|> punching <|man_1|>, the man is blocking the punch, Ultra HD quality.;woman;man;A low angle shot of <|woman_1|> punching a man.;A low angle shot of <|man_1|> being punched by a woman.
hard;action+layout;4;A close shot of <|woman_1|> kicking <|man_1|>, the man is trying to block the woman's kick, Ultra HD quality.;woman;man;A close shot of <|woman_1|> kicking a man.;A close shot of <|man_1|> being kicked by a woman.
hard;action+layout;5;A long shot of <|woman_1|> kicking <|man_1|>, the man dodges, Ultra HD quality.;woman;man;A long shot of <|woman_1|> kicking a man.;A long shot of <|man_1|> being kicked by a woman.
hard;action+layout;6;A high angle shot of <|man_1|> kicking <|woman_1|>, facing each other, Ultra HD quality.;man;woman;A high angle shot of <|man_1|> kicking a woman.;A high angle shot of <|woman_1|> being kicked by a man.
hard;action+layout;7;A low angle shot of <|man_1|> kicking <|woman_1|>, the man is on the left side and the woman is on the right side, Ultra HD quality.;man;woman;A low angle shot of <|man_1|> kicking a woman.;A low angle shot of <|woman_1|> being kicked by a man.
hard;action+layout;8;A close shot of <|man_1|> pushing <|woman_1|>, facing each other, Ultra HD quality.;man;woman;A close shot of <|man_1|> pushing a woman.;A close shot of <|woman_1|> being pushed by a man.
hard;action+layout;9;A long shot of <|man_1|> pushing <|woman_1|>, the man is standing behind the woman, Ultra HD quality.;man;woman;A long shot of <|man_1|> pushing a woman.;A long shot of <|woman_1|> being pushed by a man.
hard;action+layout;10;A high angle shot of <|woman_1|> pushing <|man_1|>, the man is losing balance, Ultra HD quality.;woman;man;A high angle shot of <|woman_1|> pushing a man.;A high angle shot of <|man_1|> being pushed by a woman.
hard;action+layout;11;A low angle shot of <|woman_1|> pushing <|man_1|>, the woman is behind the man, slightly to the side, Ultra HD quality.;woman;man;A low angle shot of <|woman_1|> pushing a man.;A low angle shot of <|man_1|> being pushed by a woman.
hard;action+layout;12;A close shot of <|woman_1|> patting <|man_1|> on the back, the woman is standing behind the man, Ultra HD quality.;woman;man;A close shot of <|woman_1|> patting a man on the back.;A close shot of <|man_1|> being patted on the back by a woman.
hard;action+layout;13;A long shot of <|woman_1|> patting <|man_1|> on the back, standing close, Ultra HD quality.;woman;man;A long shot of <|woman_1|> patting a man on the back.;A long shot of <|man_1|> being patted on the back by a woman.
hard;action+layout;14;A high angle shot of <|man_1|> patting <|woman_1|> on the back, the woman is standing just in front of the man, Ultra HD quality.;man;woman;A high angle shot of <|man_1|> patting a woman on the back.;A high angle shot of <|woman_1|> being patted on the back by a man.
hard;action+layout;15;A low angle shot of <|man_1|> patting <|woman_1|> on the back, the man is diagonally to the rear of the woman, Ultra HD quality.;man;woman;A low angle shot of <|man_1|> patting a woman on the back.;A low angle shot of <|woman_1|> being patted on the back by a man.
hard;action+layout;16;A close shot of <|man_1|> pointing finger at <|woman_1|>, the woman is looking back at them, Ultra HD quality.;man;woman;A close shot of <|man_1|> pointing finger at a woman.;A close shot of <|woman_1|> being pointed at by a man.
hard;action+layout;17;A long shot of <|man_1|> pointing finger at <|woman_1|>, standing apart, Ultra HD quality.;man;woman;A long shot of <|man_1|> pointing finger at a woman.;A long shot of <|woman_1|> being pointed at by a man.
hard;action+layout;18;A high angle shot of <|woman_1|> pointing finger at <|man_1|>, the man is walking away from the woman, Ultra HD quality.;woman;man;A high angle shot of <|woman_1|> pointing finger at a man.;A high angle shot of <|man_1|> being pointed at by a woman.
hard;action+layout;19;A low angle shot of <|woman_1|> pointing finger at <|man_1|>, the woman is standing short distance away from the man, Ultra HD quality.;woman;man;A low angle shot of <|woman_1|> pointing finger at a man.;A low angle shot of <|man_1|> being pointed at by a woman.
hard;action+layout;20;A close shot of <|woman_1|> hugging <|man_1|>, the woman on the left side and the man on the right side, Ultra HD quality.;woman;man;A close shot of <|woman_1|> hugging a man.;A close shot of <|man_1|> being hugged by a woman.
hard;action+layout;21;A long shot of <|woman_1|> hugging <|man_1|>, the man is standing slightly below the woman, Ultra HD quality.;woman;man;A long shot of <|woman_1|> hugging a man.;A long shot of <|man_1|> being hugged by a woman.
hard;action+layout;22;A high angle shot of <|man_1|> hugging <|woman_1|>, viewed from above, Ultra HD quality.;man;woman;A high angle shot of <|man_1|> hugging a woman.;A high angle shot of <|woman_1|> being hugged by a man.
hard;action+layout;23;A low angle shot of <|man_1|> hugging <|woman_1|>, the man standing in front of the woman, Ultra HD quality.;man;woman;A low angle shot of <|man_1|> hugging a woman.;A low angle shot of <|woman_1|> being hugged by a man.
hard;action+layout;24;A close shot of <|man_1|> giving a book to <|woman_1|>, the man is facing the woman, Ultra HD quality.;man;woman;A close shot of <|man_1|> giving a book to a woman.;A close shot of <|woman_1|> being given a book by a man.
hard;action+layout;25;A long shot of <|man_1|> giving a book to <|woman_1|>, the woman is standing a step away from the man, Ultra HD quality.;man;woman;A long shot of <|man_1|> giving a book to a woman.;A long shot of <|woman_1|> being given a book by a man.
hard;action+layout;26;A high angle shot of <|woman_1|> giving a book to <|man_1|>, the woman is standing just beside the man, Ultra HD quality.;woman;man;A high angle shot of <|woman_1|> giving a book to a man.;A high angle shot of <|man_1|> being given a book by a woman.
hard;action+layout;27;A low angle shot of <|woman_1|> giving a book to <|man_1|>, making the woman appear taller than the man, Ultra HD quality.;woman;man;A low angle shot of <|woman_1|> giving a book to a man.;A low angle shot of <|man_1|> being given a book by a woman.
hard;action+layout;28;A close shot of <|woman_1|> touching <|man_1|>’s pocket, standing next to each other, Ultra HD quality.;woman;man;A close shot of <|woman_1|> touching a man’s pocket.;A close shot of <|man_1|> having his pocket touched by a woman.
hard;action+layout;29;A long shot of <|woman_1|> touching <|man_1|>’s pocket, the woman is standing diagonally behind the man, Ultra HD quality.;woman;man;A long shot of <|woman_1|> touching a man’s pocket.;A long shot of <|man_1|> having his pocket touched by a woman.
hard;action+layout;30;A high angle shot of <|man_1|> touching <|woman_1|>’s pocket, the man is standing close to the woman, Ultra HD quality.;man;woman;A high angle shot of <|man_1|> touching a woman’s pocket.;A high angle shot of <|woman_1|> having her pocket touched by a man.
hard;action+layout;31;A low angle shot of <|man_1|> touching <|woman_1|>’s pocket, the man is standing behind the woman, Ultra HD quality.;man;woman;A low angle shot of <|man_1|> touching a woman’s pocket.;A low angle shot of <|woman_1|> having her pocket touched by a man.
hard;action+layout;32;A close shot of <|man_1|> and <|woman_1|> shaking hands, standing side by side, facing the camera, Ultra HD quality.;man;woman;A close shot of <|man_1|> shaking hands with a woman.;A close shot of <|woman_1|> shaking hands with a man.
hard;action+layout;33;A long shot of <|man_1|> and <|woman_1|> shaking hands, standing face to face, Ultra HD quality.;man;woman;A long shot of <|man_1|> shaking hands with a woman.;A long shot of <|woman_1|> shaking hands with a man.
hard;action+layout;34;A high angle shot of <|woman_1|> and <|man_1|> shaking hands, the woman is standing directly in front of the man, Ultra HD quality.;woman;man;A high angle shot of <|woman_1|> shaking hands with a man.;A high angle shot of <|man_1|> shaking hands with a woman.
hard;action+layout;35;A low angle shot of <|woman_1|> and <|man_1|> shaking hands, standing opposite each other, Ultra HD quality.;woman;man;A low angle shot of <|woman_1|> shaking hands with a man.;A low angle shot of <|man_1|> shaking hands with a woman.
hard;action+layout;36;A close shot of <|woman_1|> hitting <|man_1|> with a book, the man is slightly in front of the woman, Ultra HD quality.;woman;man;A close shot of <|woman_1|> hitting a man with a book.;A close shot of <|man_1|> being hit with a book by a woman.
hard;action+layout;37;A long shot of <|woman_1|> hitting <|man_1|> with a book, standing side by side, Ultra HD quality.;woman;man;A long shot of <|woman_1|> hitting a man with a book.;A long shot of <|man_1|> being hit with a book by a woman.
hard;action+layout;38;A high angle shot of <|man_1|> hitting <|woman_1|> with a book, the man is standing close to the woman, Ultra HD quality.;man;woman;A high angle shot of <|man_1|> hitting a woman with a book.;A high angle shot of <|woman_1|> being hit with a book by a man.
hard;action+layout;39;A low angle shot of <|man_1|> hitting <|woman_1|> with a book, the man is standing behind the woman, Ultra HD quality.;man;woman;A low angle shot of <|man_1|> hitting a woman with a book.;A low angle shot of <|woman_1|> being hit with a book by a man.
hard;action+layout;40;A close shot of <|man_1|> putting his arm around <|woman_1|>'s shoulder, the man is standing on the left side the woman standing on the right side, Ultra HD quality.;man;woman;A close shot of <|man_1|> putting his arm around a woman's shoulder.;A close shot of <|woman_1|> having her shoulder arm put around by a man.
hard;action+layout;41;A long shot of <|man_1|> putting his arm around <|woman_1|>'s shoulder, the man is standing behind the woman, Ultra HD quality.;man;woman;A long shot of <|man_1|> putting his arm around a woman's shoulder.;A long shot of <|woman_1|> having her shoulder arm put around by a man.
hard;action+layout;42;A high angle shot of <|woman_1|> putting her arm around <|man_1|>'s shoulder, standing close, Ultra HD quality.;woman;man;A high angle shot of <|woman_1|> putting her arm around a man's shoulder.;A high angle shot of <|man_1|> having his shoulder arm put around by a woman.
hard;action+layout;43;A low angle shot of <|woman_1|> putting her arm around <|man_1|>'s shoulder, standing next to each other, Ultra HD quality.;woman;man;A low angle shot of <|woman_1|> putting her arm around a man's shoulder.;A low angle shot of <|man_1|> having his shoulder arm put around by a woman.
hard;action+layout;44;A close shot of <|woman_1|> knocking into <|man_1|>, making the man lose balance, Ultra HD quality.;woman;man;A close shot of <|woman_1|> knocking into a man.;A close shot of <|man_1|> being knocked into by a woman.
hard;action+layout;45;A long shot of <|woman_1|> knocking into <|man_1|>, the man is slightly ahead of the woman, Ultra HD quality.;woman;man;A long shot of <|woman_1|> knocking into a man.;A long shot of <|man_1|> being knocked into by a woman.
hard;action+layout;46;A high angle shot of <|man_1|> knocking into <|woman_1|>, the man is slightly off-balance, Ultra HD quality.;man;woman;A high angle shot of <|man_1|> knocking into a woman.;A high angle shot of <|woman_1|> being knocked into by a man.
hard;action+layout;47;A low angle shot of <|man_1|> knocking into <|woman_1|>, standing back-to-back, Ultra HD quality.;man;woman;A low angle shot of <|man_1|> knocking into a woman.;A low angle shot of <|woman_1|> being knocked into by a man.
hard;action+layout;48;A close shot of <|man_1|> grabbing a book from <|woman_1|>, the man is standing right in front of the woman, Ultra HD quality.;man;woman;A close shot of <|man_1|> grabbing a book from a woman.;A close shot of <|woman_1|> having a book grabbed from them by a man.
hard;action+layout;49;A long shot of <|man_1|> grabbing a book from <|woman_1|>, the man is standing next to the woman, Ultra HD quality.;man;woman;A long shot of <|man_1|> grabbing a book from a woman.;A long shot of <|woman_1|> having a book grabbed from them by a man.
hard;action+layout;50;A high angle shot of <|woman_1|> grabbing a book from <|man_1|>, the woman is standing in front of the man, Ultra HD quality.;woman;man;A high angle shot of <|woman_1|> grabbing a book from a man.;A high angle shot of <|man_1|> having a book grabbed from them by a woman.
